arm,expressibility_kl
random,5.170566860174961
random,27.631021115927403
random,27.631021115927403
random,27.631021115927403
random,27.631021115927403
random,27.631021115927403
random,27.631021115927183
random,5.472472498293615
random,5.746891729394509
random,0.36929238167023926
random,5.4580680904060985
random,27.63102111592692
llm_open_loop,27.631021115927403
llm_open_loop,27.631021115927403
llm_open_loop,27.631021115927403
llm_open_loop,27.631021115927403
llm_open_loop,5.396181895395394
llm_open_loop,5.396181895395394
llm_open_loop,5.396181895395394
llm_open_loop,5.396181895395394
llm_open_loop,5.303231192334444
llm_open_loop,5.303231192334444
llm_open_loop,5.303231192334444
llm_open_loop,5.303231192334444
llm_closed_loop,0.7975669470308828
llm_closed_loop,27.631021115927403
llm_closed_loop,27.631021115927197
llm_closed_loop,2.0168414339190814
llm_closed_loop,2.720814416842041
llm_closed_loop,2.0273944796189576
llm_closed_loop,27.631021115927403
llm_closed_loop,27.631021115927403
llm_closed_loop,5.519286779625734
llm_closed_loop,27.63102111592715
llm_closed_loop,1.3282817122385981
llm_closed_loop,5.673345157861524
