task,n_qubits,arm,replicate,transpiled_2q_line,test_rmse
sin_freq,5,evolutionary_structure,0,163,0.05727423033041231
sin_freq,5,evolutionary_structure,1,39,0.17933673836456826
sin_freq,5,evolutionary_structure,2,46,0.24338830947770432
sin_freq,5,evolutionary_structure,3,118,0.10026865135780111
sin_freq,5,evolutionary_structure,4,92,0.07060285565498445
sin_freq,5,evolutionary_structure,5,132,0.07609161092967737
sin_freq,5,evolutionary_structure,6,152,0.11233174022747168
sin_freq,5,evolutionary_structure,7,66,0.06092421993717923
sin_freq,5,evolutionary_structure,8,55,0.0877423897098386
sin_freq,5,evolutionary_structure,9,138,0.056564928154422045
sin_freq,5,greedy_growth,0,58,0.0685421556462686
sin_freq,5,greedy_growth,1,108,0.1468796543923632
sin_freq,5,greedy_growth,2,45,0.19853977703319556
sin_freq,5,greedy_growth,3,58,0.1643579190696397
sin_freq,5,greedy_growth,4,138,0.09499343129680302
sin_freq,5,greedy_growth,5,35,0.09269803965491497
sin_freq,5,greedy_growth,6,59,0.06860686733755278
sin_freq,5,greedy_growth,7,92,0.0560560909800458
sin_freq,5,greedy_growth,8,22,0.28407767140440454
sin_freq,5,greedy_growth,9,64,0.13956603338088067
sin_freq,5,random_structure,0,84,0.06526388780919602
sin_freq,5,random_structure,1,169,0.15590073720070358
sin_freq,5,random_structure,2,58,0.08603654620427574
sin_freq,5,random_structure,3,100,0.0607127220961937
sin_freq,5,random_structure,4,130,0.1222446665128797
sin_freq,5,random_structure,5,46,0.20496628123587657
sin_freq,5,random_structure,6,67,0.06544849820158526
sin_freq,5,random_structure,7,54,0.0792031527667144
sin_freq,5,random_structure,8,73,0.06686008618480922
sin_freq,5,random_structure,9,169,0.07491695953927219
sin_freq,5,ref_realamp_d1,0,4,0.29489601831697215
sin_freq,5,ref_realamp_d1,1,4,0.2872127689084397
sin_freq,5,ref_realamp_d1,2,4,0.29241803533880767
sin_freq,5,ref_realamp_d1,3,4,0.28679065247517005
sin_freq,5,ref_realamp_d1,4,4,0.2911073200964545
sin_freq,5,ref_realamp_d1,5,4,0.29064352685304423
sin_freq,5,ref_realamp_d1,6,4,0.29486893842260203
sin_freq,5,ref_realamp_d1,7,4,0.28782197953361416
sin_freq,5,ref_realamp_d1,8,4,0.2888408298518603
sin_freq,5,ref_realamp_d1,9,4,0.29113137495829117
sin_freq,5,ref_realamp_d2,0,8,0.2907388329368025
sin_freq,5,ref_realamp_d2,1,8,0.28617941068970537
sin_freq,5,ref_realamp_d2,2,8,0.28495260595031
sin_freq,5,ref_realamp_d2,3,8,0.29104211375582245
sin_freq,5,ref_realamp_d2,4,8,0.28510187692486566
sin_freq,5,ref_realamp_d2,5,8,0.28360021179445644
sin_freq,5,ref_realamp_d2,6,8,0.2890027266106919
sin_freq,5,ref_realamp_d2,7,8,0.289135272853103
sin_freq,5,ref_realamp_d2,8,8,0.28259060916382905
sin_freq,5,ref_realamp_d2,9,8,0.28438653474669034
sin_freq,5,ref_strongent_d1,0,12,0.23767613300744242
sin_freq,5,ref_strongent_d1,1,12,0.23343233367919408
sin_freq,5,ref_strongent_d1,2,12,0.2365853508701684
sin_freq,5,ref_strongent_d1,3,12,0.23475949882011846
sin_freq,5,ref_strongent_d1,4,12,0.23573424990066014
sin_freq,5,ref_strongent_d1,5,12,0.23884176982443234
sin_freq,5,ref_strongent_d1,6,12,0.2397782808401963
sin_freq,5,ref_strongent_d1,7,12,0.2354914162352728
sin_freq,5,ref_strongent_d1,8,12,0.23705353864251752
sin_freq,5,ref_strongent_d1,9,12,0.23859744798694837
sin_freq,5,ref_strongent_d2,0,29,0.16610712042669482
sin_freq,5,ref_strongent_d2,1,29,0.18049098790314702
sin_freq,5,ref_strongent_d2,2,29,0.18064141209292106
sin_freq,5,ref_strongent_d2,3,29,0.17401192298511448
sin_freq,5,ref_strongent_d2,4,29,0.17181314652484617
sin_freq,5,ref_strongent_d2,5,29,0.18433547284262938
sin_freq,5,ref_strongent_d2,6,29,0.18743448908870794
sin_freq,5,ref_strongent_d2,7,29,0.17962643869774456
sin_freq,5,ref_strongent_d2,8,29,0.18972734590392037
sin_freq,5,ref_strongent_d2,9,29,0.17707250464509852
