task,n_qubits,arm,unique_evaluations,median_best_val,q25,q75
peak_count,5,evolutionary_structure,1,0.48456985622109033,0.4731860344849248,0.5040772916395965
peak_count,5,evolutionary_structure,2,0.47532945393055703,0.4699662821876053,0.487256576507132
peak_count,5,evolutionary_structure,3,0.47487771067343554,0.4699662821876053,0.48364038505993867
peak_count,5,evolutionary_structure,4,0.47487771067343554,0.4699662821876053,0.4820230496412786
peak_count,5,evolutionary_structure,5,0.47487771067343554,0.4699662821876053,0.4820230496412786
peak_count,5,evolutionary_structure,6,0.47487771067343554,0.4699662821876053,0.4820230496412786
peak_count,5,evolutionary_structure,7,0.47161609106353064,0.46728189611635634,0.4756890215634219
peak_count,5,evolutionary_structure,8,0.47078878991940076,0.46728189611635634,0.4756890215634219
peak_count,5,evolutionary_structure,9,0.47078878991940076,0.4662422988045244,0.4756890215634219
peak_count,5,evolutionary_structure,10,0.47078878991940076,0.4662422988045244,0.4756890215634219
peak_count,5,evolutionary_structure,11,0.4687214175507584,0.4641024309662116,0.47087253830645387
peak_count,5,evolutionary_structure,12,0.4686753835011303,0.4641024309662116,0.4702287911638706
peak_count,5,evolutionary_structure,13,0.4671325935599212,0.46292923742167175,0.4702287911638706
peak_count,5,evolutionary_structure,14,0.4671325935599212,0.46292923742167175,0.4702287911638706
peak_count,5,evolutionary_structure,15,0.4663302342043959,0.46150805034822834,0.4702287911638706
peak_count,5,evolutionary_structure,16,0.4662718288478707,0.4605136158217949,0.469028268194785
peak_count,5,evolutionary_structure,17,0.4662718288478707,0.4605136158217949,0.469028268194785
peak_count,5,evolutionary_structure,18,0.4662718288478707,0.4605136158217949,0.469028268194785
peak_count,5,evolutionary_structure,19,0.4656287983280778,0.4605136158217949,0.469028268194785
peak_count,5,evolutionary_structure,20,0.4656287983280778,0.4600445121366791,0.469028268194785
peak_count,5,evolutionary_structure,21,0.4638882046725482,0.4600445121366791,0.469028268194785
peak_count,5,evolutionary_structure,22,0.4638882046725482,0.4600445121366791,0.469028268194785
peak_count,5,evolutionary_structure,23,0.4638882046725482,0.4600445121366791,0.469028268194785
peak_count,5,evolutionary_structure,24,0.4638882046725482,0.45907553269032325,0.469028268194785
peak_count,5,greedy_growth,1,0.5352391368366811,0.5044149488338635,0.5505483215256339
peak_count,5,greedy_growth,2,0.4971278074700587,0.4929837680541898,0.498917315376601
peak_count,5,greedy_growth,3,0.49589629835457927,0.4895119002655123,0.49851353526854414
peak_count,5,greedy_growth,4,0.48874029079077086,0.4824086954557419,0.4966656920225491
peak_count,5,greedy_growth,5,0.4830237560716596,0.47654596258069276,0.49369976623011635
peak_count,5,greedy_growth,6,0.47478629455839116,0.47117032778255585,0.4836046474399668
peak_count,5,greedy_growth,7,0.47478629455839116,0.47117032778255585,0.4831089933637879
peak_count,5,greedy_growth,8,0.47457874975639114,0.4698879423057808,0.48120401785904626
peak_count,5,greedy_growth,9,0.47457874975639114,0.46901216005563084,0.48120401785904626
peak_count,5,greedy_growth,10,0.47334674596762305,0.46677484371248323,0.4767907096847143
peak_count,5,greedy_growth,11,0.47330292561516374,0.46677484371248323,0.47511769070928733
peak_count,5,greedy_growth,12,0.4727307643232106,0.46677484371248323,0.4750957805330577
peak_count,5,greedy_growth,13,0.47125443346438833,0.46677484371248323,0.4731138890125687
peak_count,5,greedy_growth,14,0.47125443346438833,0.4667682319246895,0.4730182205968886
peak_count,5,greedy_growth,15,0.4710172966929391,0.466574471331356,0.47212494960640217
peak_count,5,greedy_growth,16,0.4706997180661865,0.466574471331356,0.47212494960640217
peak_count,5,greedy_growth,17,0.46949131158335633,0.46443601402751866,0.47206722787722544
peak_count,5,greedy_growth,18,0.46809906766256915,0.46434427419240265,0.47206722787722544
peak_count,5,greedy_growth,19,0.46809906766256915,0.46434427419240265,0.47206722787722544
peak_count,5,greedy_growth,20,0.46808967513134764,0.46434427419240265,0.47188192009056135
peak_count,5,greedy_growth,21,0.46497110021110977,0.46327811005522346,0.47187722382495056
peak_count,5,greedy_growth,22,0.46497110021110977,0.46327811005522346,0.47187722382495056
peak_count,5,greedy_growth,23,0.46497110021110977,0.46318792410323234,0.4711141018270415
peak_count,5,greedy_growth,24,0.4645894361766335,0.4626515527192635,0.4711141018270415
peak_count,5,random_structure,1,0.49858115268148956,0.48748433807695135,0.5429032217381405
peak_count,5,random_structure,2,0.4819766761677118,0.4745878880260956,0.4963159928588145
peak_count,5,random_structure,3,0.4748107484337526,0.4740419424610112,0.4930537487430766
peak_count,5,random_structure,4,0.474411985253097,0.4728338253415636,0.47615548529104534
peak_count,5,random_structure,5,0.4741080966763503,0.4703131560679029,0.4760653725910811
peak_count,5,random_structure,6,0.4741080966763503,0.464969626748029,0.4745803856248453
peak_count,5,random_structure,7,0.4741080966763503,0.464969626748029,0.4745803856248453
peak_count,5,random_structure,8,0.4731644042398384,0.464969626748029,0.4744548802896142
peak_count,5,random_structure,9,0.4731288166520054,0.464969626748029,0.4742171459282065
peak_count,5,random_structure,10,0.4731288166520054,0.464969626748029,0.4742171459282065
peak_count,5,random_structure,11,0.4710196975405745,0.4646175561934432,0.47387220437872135
peak_count,5,random_structure,12,0.46864036145388643,0.4614125277479841,0.47353784037725155
peak_count,5,random_structure,13,0.46864036145388643,0.4614125277479841,0.47353784037725155
peak_count,5,random_structure,14,0.46864036145388643,0.4614125277479841,0.47353784037725155
