seed,method,candidate,order,phase,fallback,invalid_errors,edit_distance,strategy,val_loss,val_fid,train_loss,train_fid
0,LLM-Closed,real-bridge-late,1,explore,False,,nan,,0.5015471067228046,0.4984528932771955,0.5017314511280311,0.4982685488719689
0,LLM-Closed,alternating-chain,2,explore,False,,nan,,0.04833525451838394,0.9516647454816161,0.04745512100180638,0.9525448789981936
0,LLM-Closed,trash-to-latent-sweep,3,explore,False,,nan,,0.5227759702900829,0.47722402970991706,0.5225228327140603,0.4774771672859397
0,LLM-Closed,symmetric-endcaps,4,explore,False,,nan,,0.5241577588206139,0.47584224117938606,0.52371772264025,0.47628227735975004
0,LLM-Closed,frontload-entangle,5,explore,False,,nan,,0.6459969168972124,0.35400308310278755,0.6483676306178561,0.35163236938214393
0,LLM-Closed,real-nn-latent-sweep,6,refine,False,,0.625,global_redesign,0.032974474130263,0.967025525869737,0.03017149122381657,0.9698285087761834
0,LLM-Closed,xxz-nn-latent,7,refine,False,,0.4375,topology_redesign,0.04830107761049496,0.951698922389505,0.047420996103140434,0.9525790038968596
0,LLM-Closed,xxz-latent-split-v2,8,refine,False,,0.5,local_adjustment,0.07297053112399876,0.9270294688760012,0.07459797151541148,0.9254020284845885
0,LLM-Closed,xxz-real-nearest-neighbor-v2,9,refine,False,,0.3125,topology_redesign,0.048331410777546324,0.9516685892224537,0.047452933544706255,0.9525470664552937
0,LLM-Closed,xxz-nn-real-v2,10,refine,False,,0.3125,topology_redesign,0.04832591282273946,0.9516740871772605,0.047445802810671234,0.9525541971893288
1,LLM-Closed,nn-real-push,1,explore,False,,nan,,0.5027504787522379,0.49724952124776206,0.5028110674670357,0.49718893253296426
1,LLM-Closed,symmetric-sweep,2,explore,False,,nan,,0.05657682727526048,0.9434231727247395,0.05017782673086835,0.9498221732691317
1,LLM-Closed,nn-latent-sweep,3,explore,False,,nan,,0.5282724960903966,0.47172750390960344,0.5250739601080068,0.4749260398919932
