task,n_qubits,arm,unique_evaluations,median_best_val,q25,q75
gauss_peak,4,evolutionary_structure,1,0.07314852963825662,0.031731530408544296,0.1644855440956453
gauss_peak,4,evolutionary_structure,2,0.029131991800339232,0.0230605076136839,0.031731530408544296
gauss_peak,4,evolutionary_structure,3,0.029131991800339232,0.0230605076136839,0.031731530408544296
gauss_peak,4,evolutionary_structure,4,0.0230605076136839,0.021025966517921286,0.031731530408544296
gauss_peak,4,evolutionary_structure,5,0.0230605076136839,0.021025966517921286,0.031731530408544296
gauss_peak,4,evolutionary_structure,6,0.0230605076136839,0.021025966517921286,0.029722765336867157
gauss_peak,4,evolutionary_structure,7,0.0230605076136839,0.021025966517921286,0.02763998468070208
gauss_peak,4,evolutionary_structure,8,0.0230605076136839,0.021025966517921286,0.02763998468070208
gauss_peak,4,evolutionary_structure,9,0.0230605076136839,0.021025966517921286,0.025401406449664873
gauss_peak,4,evolutionary_structure,10,0.021025966517921286,0.02012427845680683,0.0230605076136839
gauss_peak,4,evolutionary_structure,11,0.021025966517921286,0.02012427845680683,0.0230605076136839
gauss_peak,4,evolutionary_structure,12,0.021025966517921286,0.02012427845680683,0.0230605076136839
gauss_peak,4,evolutionary_structure,13,0.021025966517921286,0.019948284693074678,0.0230605076136839
gauss_peak,4,evolutionary_structure,14,0.021025966517921286,0.019948284693074678,0.0230605076136839
gauss_peak,4,evolutionary_structure,15,0.021025966517921286,0.019948284693074678,0.0230605076136839
gauss_peak,4,evolutionary_structure,16,0.021025966517921286,0.019948284693074678,0.0230605076136839
gauss_peak,4,random_structure,1,0.06623850188851232,0.06496527272164876,0.2005315958800636
gauss_peak,4,random_structure,2,0.06496527272164876,0.026108899827675645,0.06623850188851232
gauss_peak,4,random_structure,3,0.06496527272164876,0.026108899827675645,0.06623850188851232
gauss_peak,4,random_structure,4,0.03978082642208289,0.026108899827675645,0.06623850188851232
gauss_peak,4,random_structure,5,0.03978082642208289,0.026108899827675645,0.041463339196732375
gauss_peak,4,random_structure,6,0.026108899827675645,0.025298927564582577,0.03978082642208289
gauss_peak,4,random_structure,7,0.026108899827675645,0.025298927564582577,0.03978082642208289
gauss_peak,4,random_structure,8,0.025298927564582577,0.0226478653991673,0.026108899827675645
gauss_peak,4,random_structure,9,0.025298927564582577,0.0226478653991673,0.026108899827675645
gauss_peak,4,random_structure,10,0.025298927564582577,0.0226478653991673,0.026108899827675645
gauss_peak,4,random_structure,11,0.025298927564582577,0.0226478653991673,0.026108899827675645
gauss_peak,4,random_structure,12,0.025298927564582577,0.0226478653991673,0.026108899827675645
gauss_peak,4,random_structure,13,0.0226478653991673,0.022346035789591,0.025298927564582577
gauss_peak,4,random_structure,14,0.0226478653991673,0.022346035789591,0.025298927564582577
gauss_peak,4,random_structure,15,0.0226478653991673,0.022346035789591,0.025298927564582577
gauss_peak,4,random_structure,16,0.0226478653991673,0.022346035789591,0.025298927564582577
